Cite Number,Issue Date,Violat,Sublocatio,Street,Meter #,Is Wa,Due
M200610833,03/03/2018,X,600,LIBERTY ST,686,NO,50.00
M200806173,01/22/2018,X,1200,STORY AVE,2944,NO,0.00
M200208974,03/12/2018,NPC,200E,CHESTNUT ST,,NO,0.00
M200806716,03/12/2018,X,1600,LUCIA AVE,1689,NO,0.00
M200303753,03/12/2018,PFH,900,SWAN ST,,NO,0.00
M200806773,03/19/2018,NP,W700,JEFFERSON ST,,NO,15.00
M201507534,03/01/2018,NPP,600,BAXTER AVE,,NO,0.00
M201610439,03/02/2018,PFH,600W,JEFFERSON ST,,NO,0.00
M200610840,03/03/2018,X,100,JEFFERSON ST,2281,NO,0.00
M200409296,03/03/2018,X,2000,4TH ST,4360,NO,0.00
M200806606,03/06/2018,X,2000,ALTA AVE,4501,NO,0.00
M202706016,03/06/2018,LZF,W300,MARKET ST,,NO,0.00
M200610882,03/05/2018,X,500,3RD ST,2014,NO,0.00
M201610795,03/15/2018,X,500R,MUHAMMAD ALI BLVD,1338,NO,25.00
M200611261,03/23/2018,X,300,CHESTNUT ST,5018,NO,0.00
M201610994,03/21/2018,X,600S,FLOYD ST,1506,NO,15.00
M200209209,03/20/2018,NPP,600S,PRESTON ST,,NO,0.00
M200806788,03/20/2018,X,1600,LUCIA AVE,4627,NO,0.00
94652515,02/04/2018,NP,1040,BARDSTOWN RD,,NO,0.00
M201405081,02/09/2018,NPP,300W,CHESTNUT ST,,NO,50.00
M201610592,03/08/2018,X,400W,MUHAMMAD ALI BLVD,2422,NO,50.00
M200409278,03/02/2018,PTZ,1800,2ND ST,,NO,0.00
M202705911,03/02/2018,X,W200,MAIN ST,2618,NO,0.00
M201609447,01/23/2018,NPP,500W,LIBERTY ST,,NO,0.00
M200609740,01/26/2018,X,300,GUTHRIE ST,2089,NO,50.00
M201507637,03/12/2018,NPG,100,FLOYD ST,,NO,0.00
94203675,02/04/2018,H,525,LILLY AVE,,NO,0.00
M200208782,03/05/2018,X,600S,PRESTON ST,P602B,NO,50.00
M200208983,03/12/2018,X,400E,GRAY ST,GR417E,NO,0.00
M200303746,03/12/2018,NPP,1000,BARDSTOWN RD,,NO,25.00
M201307199,03/14/2018,X,1-205BN,1ST ST,3023,NO,25.00
M200507181,02/24/2018,X,1600E,LUCIA AVE,4628,NO,25.00
M200209196,03/20/2018,X,600S,PRESTON ST,1280,NO,15.00
M202900328,02/13/2018,NPP,E300,BROADWAY,,NO,0.00
M200610409,02/19/2018,X,200,ABRAHAM FLEXNER WAY,1080,NO,50.00
M201405126,02/13/2018,X,500E,CHESTNUT ST,1424,NO,0.00
M201108999,02/21/2018,X,500,JEFFERSON ST,644,NO,15.00
M201610274,02/23/2018,NPP,100 S,5TH ST,,NO,50.00
M200507158,02/24/2018,X,1500S,BARDSTOWN RD,2339,NO,50.00
M201109042,02/22/2018,X,300,8TH ST,198,NO,0.00
M201507595,03/08/2018,X,400,MUHAMMAD ALI BLVD,1638,NO,0.00
M200006930,02/05/2018,78,W300,BLOOM ST,,NO,70.00
M200806366,02/07/2018,X,2000,BONNYCASTLE AVE,2488,NO,0.00
M200610357,02/15/2018,X,300,CHESTNUT ST,5011,NO,0.00
M200209086,03/14/2018,NPP,600S,PRESTON ST,,NO,25.00
M200007565,03/05/2018,78,S1600,3RD ST,,NO,0.00
M200303548,01/23/2018,BT,S1800,3RD ST,,NO,0.00
M200506916,02/05/2018,NPP,900,BAXTER AVE,,NO,0.00
M200006923,02/05/2018,PFH,S1800,BROOK ST,,NO,50.00
M200706272,02/05/2018,X,100S,3RD ST,2555,NO,0.00
M200006956,02/07/2018,X,S100,7TH ST,132,NO,0.00
M200706832,03/19/2018,PS,300W,MAIN ST,,YES,0.00
M201307297,03/16/2018,X,WI200RE,WITHERSPOON ST,3337,NO,0.00
M200007850,03/15/2018,X,1600,BARDSTOWN RD,2361,NO,0.00
M201707665,03/16/2018,NPP,300W,LIBERTY ST,,NO,25.00
M201610894,03/17/2018,X,500,HANCOCK ST,1722,NO,25.00
M202401716,03/06/2018,NPP,100,5TH ST,,NO,0.00
M200007765,03/12/2018,NPC,S1800,FLOYD ST,,NO,15.00
M202705828,01/30/2018,X,S300,8TH ST,215,NO,50.00
M200706404,02/14/2018,X,600W,MAIN ST,291,NO,50.00
M200610131,02/07/2018,X,500,4TH ST,2079,NO,0.00
M200610138,02/07/2018,X,300,LIBRARY PL,518,YES,0.00
M200610132,02/07/2018,X,700,4TH ST,3800,NO,0.00
M200007003,02/09/2018,78,W400,BLOOM ST,,NO,0.00
M200007418,02/26/2018,78,W400,BLOOM ST,,NO,70.00
M201307284,03/16/2018,X,WI206RE,WITHERSPOON ST,4903,NO,0.00
M200611071,03/15/2018,X,700,8TH ST,4143,NO,25.00
M200007885,03/16/2018,PT2,S1800,2ND ST,,NO,25.00
M201610812,03/15/2018,X,400W,LIBERTY ST,2234,NO,0.00
M200507336,03/17/2018,NP,1900E,HARVARD DR,,NO,0.00
M201707651,03/16/2018,X,200S,8TH ST,591,NO,0.00
M200507274,03/17/2018,X,600E,MARKET ST,2713,NO,0.00
M200611163,03/20/2018,X,400,CHESTNUT ST,2114,NO,15.00
M200706653,03/07/2018,X,400W,MUHAMMAD ALI BLVD,2414,NO,0.00
M200007916,03/19/2018,PT2,S1600,2ND ST,,NO,15.00
M200706867,03/19/2018,X,100W,MAIN ST,2667,NO,15.00
M200409386,03/08/2018,PCO,2100,FORT ST,,YES,0.00
M200409388,03/08/2018,NSR,1800,FLOYD ST,,NO,0.00
M200507258,03/10/2018,X,200W,GAULBERT AVE,4264,NO,0.00
M202706091,03/17/2018,X,S1900,4TH ST,4247,NO,0.00
M201307301,03/16/2018,X,FL201RN,FLOYD ST,3101,NO,0.00
M200007803,03/13/2018,NSR,S1400,4TH ST,,NO,0.00
M202803204,02/10/2018,X,2000,4TH ST,4331,NO,0.00
M200706362,02/09/2018,X,100S,5TH ST,73,NO,0.00
M200007036,02/12/2018,PT2,E800,MARKET ST,,NO,0.00
M202803235,02/12/2018,X,1600,ELLWOOD AVE,4601,NO,50.00
M200806410,02/13/2018,X,2200,DUNDEE RD,4590,NO,0.00
M200507216,03/10/2018,NSR,1800S,3RD ST,,YES,0.00
M201307020,03/09/2018,X,7-402AS,7TH ST,601,NO,0.00
M201610576,03/08/2018,X,500,JACKSON ST,1565,NO,0.00
M202706040,03/08/2018,X,S300,8TH ST,200,NO,50.00
M200507260,03/10/2018,X,200W,GAULBERT AVE,4274,NO,0.00
M200208957,03/09/2018,NPP,600S,PRESTON ST,,NO,50.00
M200507133,02/20/2018,X,400,MARKET ST,M405A,NO,0.00
M200408794,02/12/2018,PT2,2000,STANSBURY PARK,,NO,0.00
M200209211,03/20/2018,X,500E,CHESTNUT ST,CH500EB,NO,15.00
M200610964,03/08/2018,X,600,1ST ST,1036,NO,0.00
M201610642,03/10/2018,X,300S,6TH ST,3,NO,50.00
M201307057,03/09/2018,X,J608AW,JEFFERSON ST,428,NO,0.00
M202803119,02/07/2018,X,300,6TH ST,3,NO,50.00
M201405134,02/13/2018,X,400E,GRAY ST,1553,NO,50.00
M200610251,02/13/2018,NPP,400,MUHAMMAD ALI BLVD,,NO,50.00
M202900371,02/14/2018,X,W700,JEFFERSON ST,,NO,50.00
M201307033,03/09/2018,X,8-300AS,8TH ST,192,NO,0.00
M200706656,03/09/2018,NP,500W,MAIN ST,,NO,0.00
M201507601,03/08/2018,NPP,600,BAXTER AVE,,NO,0.00
M201608917,01/02/2018,X,300S,8TH ST,194,NO,0.00
M202705239,01/05/2018,X,S300,6TH ST,9,NO,50.00
M201507522,03/01/2018,X,600,MARKET ST,221,NO,50.00
M200610346,02/15/2018,NPP,500,5TH ST,,NO,0.00
M200706570,03/02/2018,X,200N,1ST ST,3026,NO,50.00
M201610675,03/10/2018,X,100N,1ST ST,3014,NO,50.00
M201507362,02/16/2018,PSW,700,YORK ST,,NO,0.00
M202706115,03/17/2018,X,2400,FLOYD ST,4435,NO,25.00
M201307335,03/16/2018,NPP,1300,WINTER AVE,,NO,25.00
M202706151,03/17/2018,X,E600,MARKET ST,2726,NO,0.00
M201507684,03/15/2018,NPP,1000,BARDSTOWN RD,,NO,0.00
M201307296,03/16/2018,X,WI200LE,WITHERSPOON ST,3336,NO,0.00
M200806532,02/27/2018,NP,1300,HIGHLAND AVE,,NO,0.00
M200610170,02/08/2018,X,600,1ST ST,1022,NO,0.00
M200806408,02/09/2018,PNP,100,CLAY ST,,NO,0.00
M201405252,02/28/2018,X,100,4TH ST,2559,NO,50.00
M201307159,03/13/2018,NPP,1400,BARDSTOWN RD,,NO,0.00
M201609221,01/16/2018,X,500W,LIBERTY ST,778,NO,0.00
M201707598,03/13/2018,X,500W,JEFFERSON ST,645,NO,0.00
M201404909,01/31/2018,X,400E,MUHAMMAD ALI BLVD,1330,NO,0.00
M200007779,03/12/2018,PT2,S1800,2ND ST,,NO,0.00
M201609579,01/31/2018,PTZ,300W,LIBERTY ST,,NO,0.00
M201404929,02/01/2018,X,500S,HANCOCK ST,2399,NO,50.00
M201707275,02/03/2018,X,200N,BROOK ST,3282,NO,0.00
M200408644,02/01/2018,PNP,500,BRANDEIS AVE,,NO,50.00
M202900155,02/06/2018,X,S200,8TH ST,186,NO,50.00
M201405002,02/06/2018,X,500E,MUHAMMAD ALI BLVD,1340,NO,0.00
M201609717,02/06/2018,LZF,400W,LIBERTY ST,,NO,0.00
94777690,03/01/2018,NP,,BROOKLEY DR,,YES,0.00
M200007771,03/12/2018,PSW,500,RODMAN ST,,NO,25.00
M200706319,02/07/2018,X,200S,8TH ST,579,NO,0.00
M202900190,02/07/2018,X,W600,JEFFERSON ST,415,NO,0.00
M201707326,02/10/2018,X,700W,MAIN ST,314,NO,0.00
M201108939,02/14/2018,X,500,JEFFERSON ST,231,NO,50.00
M200408355,01/22/2018,NP,1900,FLOYD ST,,NO,0.00
M200507096,02/17/2018,NSR,2300S,CRITTENDEN DR,,NO,0.00
M200706423,02/16/2018,X,700W,MAIN ST,308,NO,0.00
M200609639,01/22/2018,NPP,200,MUHAMMAD ALI BLVD,,NO,0.00
M201507406,02/21/2018,NPP,900,BAXTER AVE,,NO,0.00
M201404749,01/23/2018,X,500S,FLOYD ST,1488,NO,0.00
M200611023,03/14/2018,X,500,3RD ST,2023,NO,0.00
M200611020,03/14/2018,NPP,400,MUHAMMAD ALI BLVD,,YES,0.00
M200706277,02/05/2018,X,100S,6TH ST,94,NO,0.00
M202803160,02/08/2018,X,2000,4TH ST,4361,NO,0.00
M200706298,02/06/2018,X,300S,6TH ST,261,NO,50.00
M200806770,03/19/2018,X,W600,LIBERTY ST,691,NO,15.00
M201609981,02/13/2018,X,700S,FLOYD ST,1727,NO,50.00
M200208597,02/26/2018,X,400E,MUHAMMAD ALI BLVD,ALI406EB,NO,0.00
M200409086,02/26/2018,X,600,JEFFERSON ST,425,NO,0.00
M200208653,02/27/2018,X,200E,CHESTNUT ST,CH205EA,NO,50.00
M200806539,02/27/2018,X,E600,MARKET ST,2730,NO,0.00
M201610747,03/14/2018,X,500E,CHESTNUT ST,2400,NO,0.00
M200806762,03/16/2018,NSR,100,BUCHANAN ST,,NO,0.00
M200007830,03/14/2018,PNP,1500,STORY AVE,,NO,0.00
M201610907,03/17/2018,X,200W,MUHAMMAD ALI BLVD,2388,NO,25.00
M200610020,02/05/2018,NPP,500,5TH ST,,NO,50.00
M200610043,02/06/2018,X,100,GRAY ST,884,NO,50.00
M200806343,02/07/2018,PNP,1500,SHERWOOD AVE,,NO,0.00
M201610071,02/17/2018,X,600S,FLOYD ST,1652,NO,50.00
M200610407,02/16/2018,NSR,300,MUHAMMAD ALI BLVD,,NO,0.00
M200208662,02/28/2018,X,200E,CHESTNUT ST,CH207EB,NO,0.00
M201507517,02/28/2018,NPP,900,BAXTER AVE,,NO,0.00
M201610348,02/28/2018,PTZ,300S,PRESTON ST,,NO,0.00
M200610733,02/28/2018,X,100,CHESTNUT ST,4945,NO,0.00
M200409165,02/28/2018,X,2300,ARTHUR ST,4382,NO,0.00
M200706486,02/28/2018,X,400W,MARKET ST,2569,NO,0.00
M200208675,02/28/2018,X,200E,GRAY ST,GR203EB,NO,0.00
M200007503,02/28/2018,NSR,N100,5TH ST,,NO,0.00
M200610990,03/13/2018,X,600,JEFFERSON ST,416,NO,25.00
M200007802,03/13/2018,PTZ,S1500,1ST ST,,NO,0.00
M200706835,03/19/2018,X,400W,MAIN ST,2655,YES,0.00
M201610746,03/14/2018,X,500,JACKSON ST,1569,NO,25.00
M200208563,02/26/2018,X,100E,GRAY ST,GR110E,NO,0.00
M200706490,02/28/2018,NP,500W,MAIN ST,,NO,0.00
M200610740,02/28/2018,X,700,4TH ST,4277,NO,0.00
M201610604,03/09/2018,X,500S,FLOYD ST,1487,NO,0.00
M200209280,03/22/2018,X,300E,CHESTNUT ST,CH305EA,NO,15.00
M200409050,02/23/2018,PNP,1400,BROOK ST,,NO,50.00
M200006716,01/29/2018,PT2,S1500,2ND ST,,NO,0.00
M201404853,01/29/2018,X,600S,FLOYD ST,4896,NO,50.00
M200208878,03/08/2018,X,600S,FLOYD ST,FL618B,NO,50.00
M200610654,02/24/2018,X,500,5TH ST,2048,NO,50.00
M200610554,02/22/2018,X,400,MUHAMMAD ALI BLVD,2416,NO,0.00
M202900507,02/23/2018,NPP,1200,BARDSTOWN RD,,NO,50.00
M201707468,02/28/2018,X,W400,JEFFERSON ST,2468,NO,50.00
M201610616,03/10/2018,X,200W,MUHAMMAD ALI BLVD,2374,NO,50.00
M200806423,02/13/2018,X,E600,MARKET ST,2715,NO,0.00
M200610372,02/15/2018,X,600,3RD ST,1874,NO,0.00
M201405179,02/16/2018,X,200E,GRAY ST,1212,NO,0.00
M201507358,02/15/2018,X,1800,3RD ST,4221,NO,0.00
M202705864,01/31/2018,X,S300,8TH ST,198,NO,0.00
M200609933,02/01/2018,X,600,1ST ST,1215,NO,50.00
M201609637,02/01/2018,AB,600W,MUHAMMAD ALI BLVD,,NO,50.00
M201108797,02/01/2018,X,200,6TH ST,471,NO,0.00
M200506862,02/03/2018,PNP,100W,MARKET ST,,NO,0.00
M200506890,02/03/2018,X,100S,BROOK ST,3044,NO,0.00
M200006836,02/02/2018,78,S1500,2ND ST,,NO,0.00
M200007131,02/15/2018,78,S1500,2ND ST,,NO,0.00
M200007863,03/16/2018,97,S1500,2ND ST,,NO,0.00
M200208936,03/09/2018,X,400E,GRAY ST,GR407E,NO,0.00
M200507234,03/10/2018,NP,300W,LIBRARY LOT,,NO,50.00
M201507627,03/09/2018,NPP,3000,3RD ST,,NO,0.00
M200208951,03/09/2018,X,500S,PRESTON ST,P504A,NO,0.00
M201307050,03/09/2018,X,J408AW,JEFFERSON ST,2468,NO,0.00
M200409200,02/28/2018,97,1800,3RD ST,,NO,0.00
M200409549,03/20/2018,97,1800,3RD ST,,NO,0.00
M200611160,03/20/2018,NP,300,LIBRARY LOT,,NO,15.00
M200507269,03/10/2018,PFH,600W,MAIN ST,,NO,0.00
M200409400,03/08/2018,NSR,700,CAWTHON ST,,NO,0.00
M200609859,01/30/2018,X,600,1ST ST,1008,NO,0.00
M202705830,01/30/2018,X,W800,JEFFERSON ST,665,NO,50.00
M201404892,01/31/2018,NP,500S,FLOYD ST,,NO,50.00
M202401613,01/31/2018,NSR,300,MUHAMMAD ALI BLVD,,NO,0.00
M200006860,02/02/2018,PT2,S2000,STANSBURY PARK,,NO,0.00
M200609990,02/02/2018,X,500,3RD ST,2018,NO,0.00
M200506826,02/02/2018,X,700,3RD ST,3782,NO,0.00
M200506893,02/03/2018,X,2000E,HIGHLAND AVE,2455,NO,0.00
M201306827,02/02/2018,NPP,1800,BARDSTOWN RD,,NO,0.00
M202803268,02/16/2018,X,100,BROOK ST,3058,NO,50.00
M201707384,02/17/2018,X,100S,3RD ST,2550,NO,0.00
M201610095,02/17/2018,X,400W,MUHAMMAD ALI BLVD,2414,NO,0.00
M200507063,02/17/2018,NSR,600E,MARKET ST,,NO,0.00
M200007132,02/15/2018,78,S1600,3RD ST,,NO,0.00
M201507372,02/16/2018,NSR,1800,3RD ST,,NO,0.00
M200610494,02/20/2018,X,600,4TH ST,2046,NO,0.00
M201610181,02/22/2018,H,600W,JEFFERSON ST,,NO,135.00
M200507160,02/24/2018,X,1500S,BARDSTOWN RD,2291,NO,0.00
M201610216,02/22/2018,X,200 E,GRAY ST,1182,NO,50.00
M200409061,02/23/2018,X,2400,FLOYD ST,4427,NO,0.00
M201610237,02/23/2018,X,300S,8TH ST,208,NO,50.00
M200610642,02/24/2018,X,300,3RD ST,2332,NO,0.00
M200007480,02/27/2018,X,1600,BARDSTOWN RD,2377,NO,50.00
M201610648,03/10/2018,X,400S,7TH ST,603,NO,50.00
M200209013,03/12/2018,X,300E,MUHAMMAD ALI BLVD,ALI302EB,NO,0.00
M201608886,01/02/2018,X,600W,JEFFERSON ST,419,NO,50.00
M201608957,01/04/2018,X,600W,JEFFERSON ST,419,NO,50.00
M202803434,03/14/2018,X, 200 W,MUHAMMAD ALI BLVD,2386,NO,25.00
M200007872,03/16/2018,78,W400,BLOOM ST,,NO,0.00
M200806256,01/30/2018,NSR,800,EDWARD ST,,NO,0.00
M200806255,01/30/2018,X,E1200,STORY AVE,2942,NO,0.00
M201306777,02/02/2018,X,M609AE,MARKET ST,2725,NO,0.00
M201108809,02/02/2018,X,400,MAIN ST,2646,NO,0.00
M202900069,02/03/2018,X,S500,9TH ST,3556,NO,50.00
M201707261,02/03/2018,LZF,300W,MUHAMMAD ALI BLVD,,NO,0.00
M201306758,02/01/2018,X,P203SL,PRESTON ST,3251,NO,50.00
M200806306,02/01/2018,X,E600,MARKET ST,2726,NO,0.00
M200409128,02/27/2018,X,2000,4TH ST,4374,NO,0.00
M200706256,02/01/2018,X,100N,7TH ST,129,NO,50.00
M200506819,02/02/2018,X,200,CHESTNUT ST,1167,NO,0.00
M200506502,01/18/2018,NSR,300,BLOOM ST,,NO,0.00
M201707791,03/21/2018,NPP,500W,LIBERTY ST,,NO,0.00
M201707424,02/26/2018,X,W600,JEFFERSON ST,419,NO,50.00
M200610474,02/20/2018,X,400,MUHAMMAD ALI BLVD,2442,NO,50.00
M201306905,02/19/2018,NSR,100E,MAIN ST,,NO,50.00
M200208626,02/27/2018,X,100E,GRAY ST,GR105E,NO,50.00
M202705934,03/02/2018,X,W500,MARKET ST,2598,NO,0.00
M200409315,03/03/2018,NPC,1800,FLOYD ST,,NO,0.00
M200409233,03/01/2018,X,300,BRANDEIS AVE,4257,NO,0.00
M200806336,02/06/2018,X,2000,HIGHLAND AVE,4618,NO,50.00
M200007846,03/15/2018,PT2,E800,MARKET ST,,NO,25.00
M200611107,03/16/2018,X,300,CHESTNUT ST,5019,NO,0.00
M200706758,03/15/2018,X,100S,6TH ST,93,NO,0.00
M202803500,03/15/2018,X,400 W,2ND ST,2308,NO,0.00
M200611096,03/16/2018,NP,300,LIBRARY LOT,,NO,25.00
M201609853,02/09/2018,H,200S,5TH ST,,NO,0.00
M201306865,02/09/2018,X,7-101AS,7TH ST,128,NO,0.00
M202900447,02/19/2018,X,W500,JEFFERSON ST,663,NO,0.00
M200208632,02/27/2018,HO,fl603a,FLOYD ST,,NO,0.00
M201507203,01/20/2018,NP,500BLOCK,1ST ST,,NO,0.00
M200806555,02/28/2018,X,2000,SHERWOOD AVE,4643,NO,0.00
M201307034,03/09/2018,X,8-303BS,8TH ST,200,YES,0.00
M200706544,03/02/2018,X,100S,5TH ST,72,NO,0.00
M202705927,03/02/2018,PTZ,S100,6TH ST,,NO,0.00
M201610444,03/02/2018,X,400W,LIBERTY ST,2245,NO,0.00
M200208855,03/06/2018,NPP,600S,PRESTON ST,,NO,0.00
M201404863,01/30/2018,X,500S,HANCOCK ST,1697,NO,0.00
M200610117,02/07/2018,X,100,CHESTNUT ST,869,NO,0.00
M201306903,02/19/2018,X,FL115AS,FLOYD ST,3096,NO,0.00
M200409367,03/07/2018,PCO,2100,FORT ST,,YES,0.00
M200706780,03/15/2018,X,200W,MAIN ST,2611,NO,0.00
M200409515,03/15/2018,X,2000,4TH ST,4918,NO,0.00
M200209150,03/16/2018,X,600S,FLOYD ST,FL623A,YES,0.00
M201610898,03/17/2018,X,500,HANCOCK ST,1707,NO,25.00
M201610918,03/17/2018,NSR,500W,MAIN ST,,NO,25.00
M202706110,03/17/2018,X,2400,FLOYD ST,4430,NO,0.00
M200409289,03/02/2018,78,1700,3RD ST,,NO,0.00
M200706625,03/03/2018,X,100E,WITHERSPOON ST,3271,NO,0.00
M201610471,03/03/2018,X,200E,CHESTNUT ST,4414,NO,50.00
M200706885,03/20/2018,X,700W,MAIN ST,304,NO,15.00
M200007540,03/02/2018,X,2200,DUNDEE RD,4582,NO,50.00
M200706629,03/03/2018,PNP,100E,WASHINGTON ST,,NO,0.00
M200706628,03/03/2018,X,200N,1ST ST,3030,NO,50.00
M200007685,03/08/2018,X,W400,MARKET ST,2570,NO,0.00
M200409457,03/09/2018,PSW,2100,BRADLEY AVE,,NO,0.00
M201307124,03/12/2018,NSR,400W,MARKET ST,,NO,25.00
M201610864,03/16/2018,X,300S,6TH ST,8,NO,15.00
M201610700,03/13/2018,X,400S,FLOYD ST,883,NO,25.00
M201610539,03/06/2018,NPS,500,PRESTON ST,,NO,50.00
M200209233,03/21/2018,X,600S,FLOYD ST,FL611A,NO,15.00
M201108998,02/21/2018,X,600,JEFFERSON ST,427,NO,0.00
M201609861,02/09/2018,X,600W,JEFFERSON ST,582,NO,0.00
M201306648,01/30/2018,X,FL113BS,FLOYD ST,3288,NO,0.00
M200610506,02/21/2018,X,200,GUTHRIE ST,2071,NO,0.00
M202900104,02/03/2018,X,E600,MARKET ST,2732,NO,0.00
M202803504,03/15/2018,X,600. S,7TH ST,1973,NO,25.00
M201610498,03/03/2018,X,100E,MAIN ST,3192,NO,0.00
M200610945,03/06/2018,X,400,MUHAMMAD ALI BLVD,2434,NO,50.00
M200208828,03/06/2018,HO,200,ABRAHAM FLEXNER WAY,,NO,0.00
M200706640,03/06/2018,X,300S,8TH ST,193,NO,50.00
M201307400,03/21/2018,NP,100W,MAIN ST,,NO,15.00
M202706012,03/06/2018,OFF3,W600,LOT - CITY HALL,,NO,0.00
M202803125,02/07/2018,X,400,JEFFERSON ST,2474,NO,0.00
M202706013,03/06/2018,OFF3,W600,LOT - CITY HALL,,NO,50.00
M200303705,02/28/2018,BT,500 E,WARNOCK ST,,NO,0.00
M200806292,01/31/2018,NPC,1600,ELLWOOD AVE,,NO,0.00
M201610108,02/17/2018,X,700W,MAIN ST,310,NO,0.00
947881745,02/10/2018,OTH,E,MAIN ST,,NO,0.00
M200507006,02/10/2018,PTZ,1300S,BARDSTOWN RD,,NO,0.00
M201610130,02/20/2018,X,500S,3RD ST,2022,NO,0.00
M200610918,03/06/2018,NP,300,4TH ST,,YES,0.00
M200209037,03/13/2018,X,500E,CHESTNUT ST,CH505EB,NO,0.00
M201610692,03/13/2018,X,500,HANCOCK ST,1599,NO,25.00
M201307133,03/13/2018,X,BD1608A,BARDSTOWN RD,2377,NO,25.00
M202803550,03/16/2018,NP,100 E,CHESTNUT ST,,NO,25.00
M201707650,03/16/2018,X,600W,MARKET ST,218,NO,25.00
M200507294,03/17/2018,X,1300S,BARDSTOWN RD,4687,NO,0.00
94857722,02/27/2018,NPC,531 E,LIBERTY ST,,NO,0.00
M201306522,01/24/2018,NP,300E,MAIN ST,,NO,0.00
M200007018,02/12/2018,NPP,1000,BARDSTOWN RD,,NO,50.00
M202705671,01/23/2018,PFH,W400,JEFFERSON ST,,NO,50.00
M201609511,01/27/2018,X,100W,BROOK ST,3047,NO,50.00
M201610521,03/03/2018,X,800W,MAIN ST,322,NO,0.00
M201610045,02/14/2018,HO,200,ABRAHAM FLEXNER WAY,,NO,0.00
M201707351,02/10/2018,X,600W,JEFFERSON ST,416,NO,0.00
M201507556,03/06/2018,NPP,900,BAXTER AVE,,NO,0.00
M200806460,02/16/2018,X,2200,DUNDEE RD,4586,NO,0.00
M201307268,03/15/2018,NSR,100E,WASHINGTON ST,,NO,0.00
M200209172,03/16/2018,NP,500S,FLOYD ST,,NO,25.00
M200507300,03/17/2018,PTZ,1500S,BARDSTOWN RD,,NO,25.00
M200806618,03/08/2018,NSR,1100,EVERETT AVE,,NO,0.00
M200408888,02/20/2018,X,2000,4TH ST,4331,NO,0.00
M201610035,02/14/2018,X,400,GRAY ST,1559,NO,50.00
M200507249,03/10/2018,X,600E,MARKET ST,2728,NO,0.00
M201404730,01/23/2018,X,500S,HANCOCK ST,1725,NO,0.00
M200507103,02/17/2018,X,2000E,HIGHLAND AVE,4617,NO,0.00
M200706712,03/14/2018,X,400W,MAIN ST,2651,NO,0.00
M202803475,03/14/2018,X,700 W,LIBERTY ST,707,NO,25.00
M201609623,02/01/2018,X,300S,3RD ST,2332,NO,50.00
M200610562,02/22/2018,NSR,300,MUHAMMAD ALI BLVD,,NO,0.00
M201405169,02/16/2018,X,500 S,FLOYD ST,1470,NO,0.00
M200208975,03/12/2018,X,500S,FLOYD ST,FL511A,NO,25.00
M200507243,03/10/2018,X,600E,MARKET ST,2739,NO,50.00
M201507376,02/19/2018,NPP,900,BAXTER AVE,,NO,50.00
M201307302,03/16/2018,NPP,600,BROADWAY,,NO,25.00
M201610837,03/16/2018,X,100E,JEFFERSON ST,2274,NO,0.00
M200209123,03/15/2018,X,400E,GRAY ST,GR405E,NO,25.00
M201610893,03/17/2018,X,500,HANCOCK ST,1723,NO,25.00
M200706348,02/08/2018,NPP,400W,LIBERTY ST,,NO,0.00
M201707277,02/03/2018,X,200E,WITHERSPOON ST,4823,NO,0.00
M201900181,02/21/2018,OFF2,SPACE 12,GARAGE - SEELBACH,,NO,0.00
M200507213,03/10/2018,X,300W,BRANDEIS AVE,4253,NO,0.00
M200006555,01/23/2018,NPP,S1000,BARDSTOWN RD,,NO,0.00
M201707420,02/26/2018,X,W500,JEFFERSON ST,229,NO,0.00
M200208903,03/08/2018,X,500S,HANCOCK ST,HK517B,NO,0.00
M200007382,02/22/2018,X,2200,HIGHLAND AVE,4612,NO,0.00
94466665,02/28/2018,H,630,BARRET AVE,,NO,0.00
M200507265,03/10/2018,X,600W,MAIN ST,276,NO,0.00
M201707308,02/10/2018,X,500S,FLOYD ST,1483,NO,50.00
M200706481,02/22/2018,NP,300W,MAIN ST,,NO,50.00
M201109059,02/23/2018,AB,300,MAIN ST,,NO,50.00
M201609737,02/06/2018,OFF3,800S,LOT - MUD,,NO,50.00
M200007493,02/28/2018,X,W100,MAIN ST,2664,NO,0.00
M201707720,03/17/2018,X,100N,FLOYD ST,3123,NO,25.00
M202803530,03/16/2018,X,300 W,MUHAMMAD ALI BLVD,2431,NO,25.00
M201307295,03/16/2018,X,WI106LE,WITHERSPOON ST,3270,NO,25.00
M201707716,03/17/2018,X,200E,WITHERSPOON ST,3349,NO,0.00
M200706883,03/20/2018,X,100S,7TH ST,131,NO,15.00
M200706875,03/20/2018,X,100S,6TH ST,93,NO,15.00
M201610984,03/20/2018,X,400S,7TH ST,607,NO,15.00
M200209215,03/20/2018,X,400E,CHESTNUT ST,CH408EA,NO,0.00
M202803010,01/27/2018,X,700,4TH ST,4278,NO,0.00
M201306672,01/30/2018,NSR,300W,CARDINAL BLVD,,NO,0.00
M201609830,02/09/2018,X,400E,CHESTNUT ST,1404,NO,0.00
M202401657,03/05/2018,X,700,MAIN ST,704B,NO,0.00
M202705973,03/05/2018,X,W600,JEFFERSON ST,417,NO,0.00
M200208784,03/05/2018,NPS,100S,1ST ST,,NO,50.00
M202803646,03/22/2018,X,MA407E,MAIN ST,2881,NO,15.00
M200610266,02/13/2018,X,600,1ST ST,1011,NO,0.00
